"V1","V2","V3","V4"
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.182517755517517,0.0942852705774408,0.0313012738606505,0.0937812956598542
0.223571427051094,0.203753713909006,0.0749463623242616,0.00607324895197536
0.175815662028171,0.205275584054557,0.0546322516525996,0.244655984731722
0.19420459034803,0.137765629203542,0.0328505239372331,0.442225276986611
0.19420459034803,0.137765629203542,0.0328505239372331,0.442225276986611
0.19420459034803,0.137765629203542,0.0328505239372331,0.442225276986611
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.17805688992936,0.116940547194312,0.03335348774492,0.245915717085366
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.189625562496066,0.114587791258954,0.04059550897882,0.186670258716692
0.219652142521915,0.214368586224082,0.0826971324921829,0.00977254878631192
0.219652142521915,0.214368586224082,0.0826971324921829,0.00977254878631192
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.233301509525134,0.223570230993654,0.0946612677285765,0.0328298328112569
0.228337090684937,0.243524995828206,0.0846486695164935,0.155543582769999
0.228337090684937,0.243524995828206,0.0846486695164935,0.155543582769999
0.228337090684937,0.243524995828206,0.0846486695164935,0.155543582769999
0.228337090684937,0.243524995828206,0.0846486695164935,0.155543582769999
0.228337090684937,0.243524995828206,0.0846486695164935,0.155543582769999
0.215889288273471,0.204260587717473,0.069222661721769,0.219675286194144
0.215889288273471,0.204260587717473,0.069222661721769,0.219675286194144
0.215889288273471,0.204260587717473,0.069222661721769,0.219675286194144
0.215889288273471,0.204260587717473,0.069222661721769,0.219675286194144
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.241297629576231,0.155973798278958,0.0754952648973398,0.138178496605197
0.261489847744439,0.225682885711108,0.0924248168251827,0.28698375227638
0.268255708186328,0.248236142178398,0.113737568610709,0.365886715251068
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.21167028509112,0.204332614386695,0.086826321639816,0.216988439664965
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.204286202016788,0.254446431860287,0.0768120714145601,0.218515221655923
0.217236309486243,0.0991031119208694,0.0439778932009029,0.237004633020286
0.217236309486243,0.0991031119208694,0.0439778932009029,0.237004633020286
0.217236309486243,0.0991031119208694,0.0439778932009029,0.237004633020286
0.229186910264227,0.108161062069317,0.0670287240674762,0.267754110067808
0.229186910264227,0.108161062069317,0.0670287240674762,0.267754110067808
0.229186910264227,0.108161062069317,0.0670287240674762,0.267754110067808
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.235277010277662,0.119512782948119,0.0604476577558298,0.152194892294957
0.202313207773411,0.178186030175998,0.0546874918155113,0.209609259013744
0.202313207773411,0.178186030175998,0.0546874918155113,0.209609259013744
