"V1","V2","V3","V4","V5"
0.285194936154887,0.0127040682969558,0.0943029284537318,0.566106071350158,66
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.26134403340652,0.0117113204100208,0.0811290114446073,0.516062174158965,75
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.287832939877575,0.0261750671304789,0.0893265679541443,0.4991992260794,57
0.273190632626255,0.0303999391132344,0.0919227371806398,0.137787829585118,57
0.273190632626255,0.0303999391132344,0.0919227371806398,0.137787829585118,57
0.316186151952642,0.033059131514097,0.0955177978978683,0.281812970361279,57
0.316186151952642,0.033059131514097,0.0955177978978683,0.281812970361279,57
0.326582467878553,0.0444501367723429,0.115033827853314,0.313530581316238,65
0.326582467878553,0.0444501367723429,0.115033827853314,0.313530581316238,65
0.326582467878553,0.0444501367723429,0.115033827853314,0.313530581316238,65
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.327783273821243,0.0562618759795846,0.140547449754611,0.462498291676323,68
0.291712138501022,0.0496244495826346,0.125083693140554,0.43533027629793,58
0.291712138501022,0.0496244495826346,0.125083693140554,0.43533027629793,58
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.323172396738603,0.0549598723290201,0.118991399855766,0.515304328962692,64
0.330227756620091,0.0509675089193015,0.11361693555589,0.527443159545598,45
0.338421313642977,0.0388858913745801,0.112620156657859,0.38284398053084,50
0.333043282114708,0.0461650447371153,0.101456597087372,0.425281820409355,38
0.333043282114708,0.0461650447371153,0.101456597087372,0.425281820409355,38
0.319201504399226,0.0138684997856056,0.083982928624196,0.506467490270906,47
0.319201504399226,0.0138684997856056,0.083982928624196,0.506467490270906,47
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.312294159270939,0.0369820987357786,0.0993329879019521,0.217899790233653,46
0.323726767511185,0.0453853583368289,0.118336682558035,0.0884277557382819,57
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.357417646820884,0.0744651883950446,0.151311447061303,0.167406292794206,73
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.283841411155031,0.0613200168716273,0.132283868659985,0.116957129261913,77
0.37477715780371,0.0919570135958843,0.173297484145286,0.223006133763524,59
0.37477715780371,0.0919570135958843,0.173297484145286,0.223006133763524,59
0.37477715780371,0.0919570135958843,0.173297484145286,0.223006133763524,59
0.37477715780371,0.0919570135958843,0.173297484145286,0.223006133763524,59
0.37477715780371,0.0919570135958843,0.173297484145286,0.223006133763524,59
0.35760040118831,0.0818991204318208,0.159773037513579,0.141502923246782,52
0.355916150507014,0.0958857230070596,0.160333422330694,0.149859531661687,64
0.355916150507014,0.0958857230070596,0.160333422330694,0.149859531661687,64
0.355916150507014,0.0958857230070596,0.160333422330694,0.149859531661687,64
0.382213987808851,0.0923902135286311,0.169455612170883,0.153353032963899,54
0.334919951745706,0.056721691978725,0.140647956665087,0.233958688001549,37
0.334919951745706,0.056721691978725,0.140647956665087,0.233958688001549,37
0.306633485408466,0.0460768924279563,0.13644261325248,0.381127773174872,61
0.306633485408466,0.0460768924279563,0.13644261325248,0.381127773174872,61
0.306633485408466,0.0460768924279563,0.13644261325248,0.381127773174872,61
0.306633485408466,0.0460768924279563,0.13644261325248,0.381127773174872,61
0.306633485408466,0.0460768924279563,0.13644261325248,0.381127773174872,61
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.304277960884847,0.0546786568250183,0.125884469095403,0.44518767175487,47
0.260464816620968,0.0511863074042959,0.122989643521857,0.244535136436482,63
0.260464816620968,0.0511863074042959,0.122989643521857,0.244535136436482,63
0.260464816620968,0.0511863074042959,0.122989643521857,0.244535136436482,63
0.291193825350319,0.0681530374674285,0.140880951333666,0.168058498552352,59
0.298686343397974,0.0726098855921847,0.150425502360993,0.235483396428966,67
0.298686343397974,0.0726098855921847,0.150425502360993,0.235483396428966,67
0.290401815041253,0.0355065118517513,0.108117197590657,0.142263996539255,53
